1,2000.00000000,1000.00000000,100.00000000,S1
1,2000.00000000,1000.00000000,100.00000000,S1
3,2035.73900000,1024.07000000,100.91100000,L
4,2019.24800000,1012.96400000,100.56900000,L
5,2012.82100000,1008.63500000,100.45800000,L
6,2007.47000000,1005.03100000,100.30900000,L
7,2003.02600000,1002.03800000,100.04700000,L
8,1999.06800000,1002.46000000,99.98200000,L
9,1995.51500000,1000.76200000,99.97100000,L
10,1992.85000000,999.84600000,99.95900000,L
11,1988.05600000,998.66600000,99.93200000,L
12,1983.53000000,997.32800000,99.90600000,L
13,1969.51500000,995.05400000,99.79700000,L
14,1960.60000000,992.28100000,99.67600000,L
15,1997.03700000,1005.13400000,100.04200000,T
16,2006.57900000,1009.49100000,100.78000000,T
17,2005.91200000,1006.98100000,100.64700000,E
18,2010.05700000,1001.47600000,100.26800000,E
19,2006.48000000,989.83600000,100.13300000,SC
20,2006.23900000,989.40400000,100.09000000,T
21,2015.36700000,992.09100000,100.09000000,RB
22,2009.26900000,994.43200000,99.76100000,R
23,2005.37100000,998.72100000,99.79300000,R
24,2024.15500000,1012.86100000,100.77400000,TR
25,2025.60600000,1009.49900000,100.86100000,BND
26,2021.59100000,1009.07200000,100.57900000,E
27,2021.00500000,1021.30700000,100.88600000,BR
28,2014.73200000,1017.76900000,100.75400000,BR
29,2029.22100000,1027.31800000,101.24000000,BND
30,2012.91200000,1004.89900000,100.41000000,R
31,2010.34900000,1002.29700000,100.23500000,R
32,2015.63000000,1002.44000000,100.73500000,BND
33,2015.62400000,1002.46000000,100.73600000,BND
34,2020.24000000,995.61700000,100.37100000,BND
35,2009.73500000,993.29800000,99.96600000,BR
36,2005.77300000,998.53200000,99.77600000,R
37,2004.02100000,1000.18300000,99.92000000,R
38,2005.42700000,1012.31800000,100.99200000,T
39,2002.07100000,1000.24900000,99.80700000,BR
40,2000.99600000,999.07400000,99.38300000,D
41,2002.51400000,996.08400000,99.46900000,D
42,1977.67600000,990.15500000,99.53900000,D
43,1978.95600000,986.93100000,99.66900000,D
44,1997.79300000,996.08600000,99.34300000,L
45,1990.87700000,992.98800000,99.34800000,L
46,1998.20400000,998.56800000,101.79500000,BR
47,1996.10000000,997.86400000,100.06600000,BR
48,1989.51600000,996.12500000,100.06000000,BR
49,1983.79400000,994.04900000,100.01800000,BR
50,1976.79000000,991.42100000,100.01200000,BR
51,1977.57900000,990.10900000,101.23000000,R
52,1979.03700000,986.34300000,101.22600000,R
53,1974.42600000,984.47800000,101.19600000,R
54,1973.72500000,986.13800000,101.45800000,R
55,1973.81500000,990.13800000,101.46100000,R
56,1969.83700000,990.03700000,101.45900000,R
57,1968.24200000,990.90300000,101.23800000,R
58,1965.98700000,988.77200000,101.48500000,E
59,1963.77200000,989.61500000,101.45300000,R
60,1941.77000000,986.02400000,99.40100000,R
61,1948.93300000,990.43400000,99.55000000,R
62,1954.36400000,993.51700000,99.56600000,R
63,1957.07500000,994.91000000,99.63300000,R
64,1961.63800000,996.38900000,99.74300000,R
65,1968.60700000,998.12300000,99.73200000,R
66,1996.23100000,1006.48300000,100.14100000,BR
67,1992.57000000,1014.83700000,100.94200000,BR
68,1989.04600000,1011.79800000,100.09500000,N
69,1981.50600000,1011.75200000,98.93300000,N
70,1973.36900000,1010.75800000,98.84100000,N
71,1992.77300000,1007.66900000,98.81800000,N
72,1989.84200000,1007.74100000,98.60100000,N
73,1981.58500000,1005.56800000,98.54200000,N
74,1970.83400000,1001.78300000,98.51200000,N
75,1971.74900000,999.80000000,99.69300000,BR
76,1981.97800000,1003.66600000,99.77100000,BR
77,1986.65600000,1004.71600000,99.79300000,BR
78,1990.96000000,1005.85200000,99.85400000,BR
79,1991.63200000,1004.99700000,99.86300000,BR
80,1934.83900000,984.29600000,98.91200000,S2
81,1936.85900000,981.28300000,99.69000000,E
82,1975.13000000,993.52300000,99.93800000,R
83,1969.58300000,992.46800000,99.52400000,R
84,1968.20200000,992.43300000,99.49500000,R
85,1966.17500000,991.84500000,99.48100000,R
86,1959.47300000,989.37000000,99.29100000,R
87,1951.70300000,985.56400000,99.19300000,R
88,1944.22500000,981.28400000,99.22100000,R
89,1939.67800000,977.60700000,99.79600000,E
90,1935.32300000,979.76100000,99.79800000,E
91,1933.05600000,978.21800000,99.95300000,E
92,1931.31700000,976.78600000,100.15300000,E
93,1966.00800000,991.79800000,99.88400000,R1
94,1957.64000000,988.55500000,99.67600000,R1
95,1950.69000000,984.96200000,99.59700000,R1
96,1944.57600000,981.33900000,99.65500000,R1
97,1939.67700000,977.58000000,100.18400000,E1
98,1932.05300000,970.75200000,100.77900000,R1
99,1933.29200000,972.66400000,100.41000000,R1
100,1934.64900000,974.00800000,100.24500000,R1
101,1933.86200000,971.89700000,100.92700000,R
102,1924.78100000,961.55100000,100.96200000,R
103,1930.08500000,964.39000000,100.93300000,R
104,1937.22800000,965.41800000,100.68800000,R
105,1939.78900000,971.44300000,100.76300000,R
106,1946.98000000,974.69900000,101.04400000,R
107,1960.36400000,981.21200000,101.04200000,R
108,1959.80100000,988.18900000,101.14100000,R
109,1948.86900000,981.56700000,101.02300000,R
110,1938.38400000,975.65800000,100.88300000,R
111,1940.51200000,974.23500000,100.92400000,L
112,1955.70600000,981.93500000,101.18500000,L
113,1927.94300000,966.68300000,101.04000000,L
114,1914.50900000,964.13600000,100.85400000,R
115,1912.73100000,965.58200000,100.25300000,RE
116,1907.40600000,960.47500000,100.63700000,R
117,1906.63200000,970.72000000,98.98800000,R
118,1909.98800000,972.89800000,98.83500000,R
